Linux 6.8.0-94-generic (edge-7bf6f060000000000000ac1f6b24deb2) 	05/26/26 	_x86_64_	(48 CPU)

01:55:31     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:55:32     all    0.44    0.00    0.57    0.02    0.00    0.02    0.00    0.99    0.00   97.95
01:55:33     all    0.84    0.00    0.71    0.08    0.00    0.11    0.00    1.34    0.00   96.91
01:55:34     all    1.15    0.00    0.76    0.00    0.00    0.00    0.00    1.24    0.00   96.85
01:55:35     all    0.74    0.00    0.95    0.15    0.00    0.04    0.00    2.19    0.00   95.91
01:55:36     all    0.90    0.00    0.82    0.00    0.00    0.02    0.00    1.11    0.00   97.12
01:55:37     all    0.44    0.00    1.59    0.04    0.00    0.29    0.00    1.01    0.00   96.54
01:55:38     all    0.73    0.00    2.31    0.08    0.00    0.52    0.00    0.80    0.00   95.56
01:55:39     all    0.40    0.00    2.27    0.04    0.00    0.34    0.00    0.95    0.00   96.00
01:55:40     all    0.82    0.00    2.60    0.04    0.00    0.34    0.00    0.61    0.00   95.57
01:55:41     all    0.53    0.00    2.36    0.04    0.00    0.27    0.00    1.03    0.00   95.77
01:55:42     all    1.03    0.00    2.71    0.00    0.00    0.44    0.00    0.78    0.00   95.04
01:55:43     all    0.44    0.00    2.44    0.08    0.00    0.40    0.00    1.16    0.00   95.46
01:55:44     all    1.55    0.00    2.37    0.02    0.00    0.29    0.00    1.09    0.00   94.66
01:55:45     all    0.68    0.00    2.53    0.08    0.00    0.44    0.00    1.29    0.00   94.96
01:55:46     all    0.97    0.00    2.68    0.00    0.00    0.42    0.00    0.97    0.00   94.94
01:55:47     all    0.92    0.00    2.50    0.04    0.00    0.46    0.00    1.32    0.00   94.73
01:55:48     all    0.69    0.00    2.27    0.06    0.00    0.46    0.00    0.86    0.00   95.65
01:55:49     all    2.82    0.00    2.86    0.08    0.00    0.40    0.00    0.78    0.00   93.04
01:55:50     all    1.54    0.00    2.21    0.06    0.00    0.42    0.00    0.86    0.00   94.88
01:55:51     all    0.95    0.00    2.63    0.08    0.00    0.48    0.00    2.33    0.00   93.53
01:55:52     all    0.48    0.00    2.46    0.00    0.00    0.48    0.00    0.99    0.00   95.57
01:55:53     all    0.55    0.00    2.37    0.06    0.00    0.48    0.00    1.16    0.00   95.38
01:55:54     all    0.65    0.00    2.39    0.06    0.00    0.46    0.00    1.03    0.00   95.36
01:55:55     all    0.88    0.00    2.79    0.02    0.00    0.55    0.00    1.20    0.00   94.56
01:55:56     all    0.40    0.00    2.52    0.00    0.00    0.48    0.00    2.18    0.00   94.39
01:55:57     all    0.50    0.00    2.24    0.08    0.00    0.57    0.00    0.99    0.00   95.62
01:55:58     all    0.25    0.00    1.95    0.02    0.00    0.46    0.00    0.95    0.00   96.32
01:55:59     all    1.41    0.00    2.54    0.06    0.00    0.44    0.00    0.78    0.00   94.77
01:56:00     all    0.71    0.00    2.12    0.00    0.00    0.48    0.00    0.88    0.00   95.75
01:56:01     all    0.59    0.00    2.46    0.08    0.00    0.59    0.00    1.01    0.00   95.26
01:56:02     all    0.53    0.00    2.48    0.11    0.00    0.53    0.00    1.72    0.00   94.60
01:56:03     all    0.63    0.00    2.60    0.06    0.00    0.57    0.00    1.26    0.00   94.86
01:56:04     all    0.92    0.00    2.63    0.06    0.00    0.48    0.00    1.16    0.00   94.75
01:56:05     all    0.74    0.00    2.55    0.04    0.00    0.36    0.00    1.18    0.00   95.11
01:56:06     all    0.55    0.00    2.35    0.04    0.00    0.38    0.00    0.90    0.00   95.74
01:56:07     all    3.34    0.00    2.56    0.04    0.00    0.44    0.00    0.90    0.00   92.71
01:56:08     all    1.72    0.00    2.37    0.04    0.00    0.42    0.00    0.94    0.00   94.46
01:56:09     all    0.72    0.00    2.44    0.04    0.00    0.44    0.00    0.93    0.00   95.39
01:56:10     all    1.11    0.00    2.42    0.04    0.00    0.48    0.00    0.74    0.00   95.21
01:56:11     all    0.71    0.00    2.60    0.04    0.00    0.54    0.00    0.88    0.00   95.19
01:56:12     all    0.57    0.00    2.23    0.04    0.00    0.44    0.00    0.92    0.00   95.78
01:56:13     all    1.03    0.00    2.35    0.04    0.00    0.55    0.00    1.09    0.00   94.93
01:56:14     all    0.90    0.00    2.60    0.15    0.00    0.34    0.00    1.13    0.00   94.86
01:56:15     all    1.07    0.00    2.88    0.08    0.00    0.46    0.00    1.24    0.00   94.23
01:56:16     all    0.67    0.00    2.39    0.02    0.00    0.42    0.00    0.88    0.00   95.55
01:56:17     all    1.43    0.00    2.89    0.15    0.00    0.40    0.00    2.21    0.00   92.92
01:56:18     all    0.48    0.00    2.33    0.02    0.00    0.32    0.00    0.99    0.00   95.86
01:56:19     all    0.74    0.00    2.56    0.02    0.00    0.40    0.00    0.86    0.00   95.40
01:56:20     all    0.57    0.00    2.18    0.02    0.00    0.27    0.00    0.67    0.00   96.26
01:56:21     all    0.55    0.00    2.27    0.04    0.00    0.59    0.00    0.92    0.00   95.56
01:56:22     all    0.46    0.00    2.37    0.02    0.00    0.48    0.00    0.76    0.00   95.85
01:56:23     all    0.42    0.00    2.37    0.08    0.00    0.29    0.00    1.05    0.00   95.74
01:56:24     all    0.76    0.00    2.27    0.06    0.00    0.40    0.00    0.86    0.00   95.64
01:56:25     all    0.57    0.00    2.35    0.13    0.00    0.50    0.00    0.92    0.00   95.53
01:56:26     all    0.80    0.00    2.53    0.00    0.00    0.44    0.00    1.09    0.00   95.12
01:56:27     all    0.50    0.00    2.40    0.04    0.00    0.38    0.00    0.92    0.00   95.73
01:56:28     all    0.40    0.00    2.31    0.06    0.00    0.52    0.00    0.92    0.00   95.76
01:56:29     all    1.05    0.00    2.20    0.06    0.00    0.52    0.00    1.26    0.00   94.89
01:56:30     all    0.72    0.00    2.46    0.00    0.00    0.40    0.00    0.82    0.00   95.58
01:56:31     all    0.34    0.00    2.35    0.06    0.00    0.42    0.00    0.86    0.00   95.91
01:56:32     all    0.51    0.00    2.45    0.02    0.00    0.49    0.00    1.69    0.00   94.85
01:56:33     all    0.55    0.00    2.46    0.04    0.00    0.40    0.00    1.24    0.00   95.28
01:56:34     all    1.07    0.00    2.56    0.06    0.00    0.44    0.00    1.45    0.00   94.43
01:56:35     all    1.07    0.00    2.82    0.13    0.00    0.44    0.00    0.99    0.00   94.48
01:56:36     all    0.46    0.00    2.50    0.02    0.00    0.38    0.00    1.28    0.00   95.31
01:56:37     all    0.59    0.00    1.55    0.04    0.00    0.25    0.00    1.01    0.00   96.56
01:56:38     all    0.48    0.00    0.59    0.08    0.00    0.04    0.00    0.95    0.00   97.84
01:56:39     all    1.22    0.00    0.71    0.15    0.00    0.00    0.00    0.94    0.00   96.96
01:56:40     all    1.41    0.00    0.73    0.10    0.00    0.00    0.00    0.86    0.00   96.89
01:56:41     all    0.59    0.00    0.44    0.08    0.00    0.02    0.00    1.45    0.00   97.42
01:56:42     all    0.31    0.00    0.54    0.04    0.00    0.04    0.00    1.32    0.00   97.72
01:56:43     all    1.30    0.00    0.71    0.11    0.00    0.02    0.00    2.56    0.00   95.27
01:56:44     all    0.65    0.00    0.57    0.02    0.00    0.04    0.00    1.13    0.00   97.59
01:56:45     all    1.30    0.00    0.84    0.04    0.00    0.00    0.00    1.22    0.00   96.59
01:56:46     all    0.74    0.00    0.90    0.04    0.00    0.02    0.00    1.26    0.00   97.02
01:56:47     all    1.41    0.00    0.97    0.04    0.00    0.02    0.00    1.32    0.00   96.22
01:56:48     all    0.57    0.00    0.63    0.04    0.00    0.04    0.00    1.22    0.00   97.50
01:56:49     all    0.34    0.00    0.42    0.02    0.00    0.04    0.00    0.96    0.00   98.18
01:56:50     all    0.86    0.00    0.78    0.02    0.00    0.02    0.00    1.34    0.00   96.98
01:56:51     all    0.80    0.00    0.59    0.04    0.00    0.04    0.00    1.28    0.00   97.24
01:56:52     all    1.52    0.00    1.08    0.23    0.00    0.06    0.00    3.10    0.00   93.97
01:56:53     all    0.74    0.00    1.01    0.08    0.00    0.06    0.00    4.38    0.00   93.70
01:56:54     all    0.86    0.00    0.67    0.02    0.00    0.00    0.00    1.20    0.00   97.25
01:56:55     all    0.65    0.00    0.75    0.08    0.00    0.00    0.00    1.09    0.00   97.42
01:56:56     all    0.61    0.00    1.18    0.08    0.00    0.00    0.00    2.93    0.00   95.20
01:56:57     all    0.50    0.00    0.54    0.06    0.00    0.02    0.00    1.05    0.00   97.76
01:56:58     all    1.07    0.00    0.84    0.08    0.00    0.00    0.00    2.27    0.00   95.74
01:56:59     all    0.40    0.00    0.50    0.02    0.00    0.00    0.00    0.84    0.00   98.22
01:57:00     all    2.48    0.00    1.03    0.13    0.00    0.04    0.00    0.93    0.00   95.39
01:57:01     all    2.62    0.00    0.65    0.08    0.00    0.02    0.00    0.80    0.00   95.82
01:57:02     all    0.69    0.00    0.69    0.04    0.00    0.02    0.00    1.09    0.00   97.46
01:57:03     all    0.76    0.00    0.59    0.15    0.00    0.04    0.00    1.62    0.00   96.85
01:57:04     all    0.82    0.00    0.80    0.06    0.00    0.06    0.00    1.87    0.00   96.37
01:57:05     all    0.53    0.00    0.69    0.02    0.00    0.00    0.00    0.97    0.00   97.77
01:57:06     all    0.84    0.00    1.01    0.04    0.00    0.00    0.00    1.45    0.00   96.64
01:57:07     all    2.10    0.00    1.58    0.06    0.00    0.21    0.00    1.03    0.00   94.99
01:57:08     all    0.84    0.00    2.54    0.04    0.00    0.23    0.00    0.93    0.00   95.42
01:57:09     all    0.63    0.00    2.71    0.06    0.00    0.27    0.00    1.83    0.00   94.45
01:57:10     all    0.51    0.00    2.34    0.00    0.00    0.25    0.00    0.86    0.00   96.02
01:57:11     all    0.75    0.00    2.39    0.06    0.00    0.25    0.00    0.78    0.00   95.75
01:57:12     all    0.96    0.00    2.43    0.06    0.00    0.34    0.00    0.99    0.00   95.20
01:57:13     all    0.74    0.00    2.50    0.06    0.00    0.13    0.00    1.32    0.00   95.25
01:57:14     all    0.61    0.00    2.58    0.00    0.00    0.23    0.00    1.05    0.00   95.52
01:57:15     all    0.65    0.00    2.46    0.06    0.00    0.21    0.00    0.76    0.00   95.85
01:57:16     all    1.20    0.00    2.96    0.04    0.00    0.19    0.00    1.30    0.00   94.31
01:57:17     all    1.22    0.00    2.71    0.02    0.00    0.36    0.00    1.01    0.00   94.68
01:57:18     all    0.44    0.00    2.42    0.02    0.00    0.13    0.00    1.05    0.00   95.94
01:57:19     all    0.48    0.00    2.44    0.04    0.00    0.17    0.00    0.82    0.00   96.00
01:57:20     all    0.65    0.00    2.70    0.08    0.00    0.27    0.00    0.82    0.00   95.41
01:57:21     all    1.68    0.00    2.80    0.08    0.00    0.23    0.00    0.82    0.00   94.39
01:57:22     all    0.38    0.00    2.33    0.08    0.00    0.17    0.00    0.78    0.00   96.22
01:57:23     all    0.52    0.00    2.47    0.06    0.00    0.17    0.00    0.99    0.00   95.78
01:57:24     all    0.67    0.00    2.69    0.04    0.00    0.17    0.00    1.87    0.00   94.56
01:57:25     all    0.46    0.00    2.16    0.04    0.00    0.27    0.00    0.71    0.00   96.34
01:57:26     all    0.88    0.00    3.02    0.04    0.00    0.21    0.00    1.34    0.00   94.46
01:57:27     all    1.22    0.00    2.14    0.04    0.00    0.21    0.00    0.84    0.00   95.55
01:57:28     all    0.27    0.00    2.33    0.04    0.00    0.25    0.00    0.95    0.00   96.07
01:57:29     all    0.65    0.00    2.45    0.08    0.00    0.25    0.00    0.78    0.00   95.79
01:57:30     all    1.40    0.00    2.62    0.02    0.00    0.29    0.00    0.94    0.00   94.66
01:57:31     all    0.71    0.00    2.52    0.00    0.00    0.27    0.00    0.76    0.00   95.74
01:57:32     all    0.74    0.00    2.57    0.13    0.00    0.23    0.00    0.91    0.00   95.41
01:57:33     all    0.76    0.00    2.67    0.13    0.00    0.25    0.00    1.11    0.00   95.08
01:57:34     all    1.11    0.00    2.69    0.15    0.00    0.21    0.00    1.30    0.00   94.53
01:57:35     all    0.55    0.00    2.59    0.06    0.00    0.25    0.00    0.74    0.00   95.80
01:57:36     all    0.80    0.00    2.92    0.04    0.00    0.27    0.00    1.53    0.00   94.43
01:57:37     all    0.48    0.00    2.69    0.08    0.00    0.55    0.00    1.80    0.00   94.38
01:57:38     all    0.34    0.00    2.35    0.04    0.00    0.34    0.00    0.97    0.00   95.90
01:57:39     all    0.48    0.00    2.31    0.00    0.00    0.27    0.00    0.67    0.00   96.25
01:57:40     all    0.65    0.00    2.52    0.04    0.00    0.29    0.00    0.90    0.00   95.54
01:57:41     all    0.90    0.00    2.56    0.04    0.00    0.27    0.00    0.86    0.00   95.34
01:57:42     all    0.88    0.00    2.38    0.00    0.00    0.21    0.00    0.78    0.00   95.75
01:57:43     all    0.65    0.00    2.48    0.08    0.00    0.29    0.00    1.26    0.00   95.21
01:57:44     all    0.71    0.00    2.63    0.02    0.00    0.36    0.00    0.97    0.00   95.31
01:57:45     all    0.71    0.00    2.52    0.06    0.00    0.27    0.00    0.88    0.00   95.55
01:57:46     all    0.72    0.00    2.82    0.06    0.00    0.36    0.00    1.35    0.00   94.66
01:57:47     all    1.49    0.00    2.77    0.11    0.00    0.40    0.00    1.18    0.00   94.05
01:57:48     all    0.34    0.00    2.67    0.00    0.00    0.40    0.00    0.92    0.00   95.63
01:57:49     all    0.44    0.00    2.45    0.06    0.00    0.46    0.00    0.84    0.00   95.73
01:57:50     all    0.67    0.00    2.44    0.02    0.00    0.27    0.00    0.90    0.00   95.65
01:57:51     all    1.03    0.00    2.71    0.06    0.00    0.46    0.00    1.32    0.00   94.40
01:57:52     all    0.93    0.00    2.63    0.08    0.00    0.25    0.00    1.81    0.00   94.30
01:57:53     all    1.18    0.00    2.69    0.02    0.00    0.36    0.00    1.11    0.00   94.61
01:57:54     all    0.95    0.00    2.65    0.11    0.00    0.46    0.00    1.03    0.00   94.73
01:57:55     all    0.99    0.00    2.35    0.06    0.00    0.52    0.00    0.63    0.00   95.39
01:57:56     all    0.46    0.00    2.63    0.02    0.00    0.46    0.00    2.48    0.00   93.90
01:57:57     all    1.03    0.00    2.56    0.08    0.00    0.48    0.00    0.97    0.00   94.87
01:57:58     all    0.99    0.00    2.42    0.06    0.00    0.40    0.00    1.09    0.00   95.04
01:57:59     all    0.36    0.00    2.21    0.06    0.00    0.44    0.00    0.86    0.00   96.03
01:58:00     all    1.05    0.00    2.62    0.06    0.00    0.63    0.00    0.92    0.00   94.69
01:58:01     all    0.34    0.00    2.12    0.02    0.00    0.59    0.00    0.92    0.00   95.95
01:58:02     all    0.86    0.00    2.59    0.06    0.00    0.36    0.00    0.97    0.00   95.17
01:58:03     all    0.42    0.00    2.82    0.11    0.00    0.36    0.00    2.19    0.00   94.03
01:58:04     all    0.42    0.00    2.62    0.13    0.00    0.36    0.00    1.11    0.00   95.32
01:58:05     all    0.42    0.00    2.50    0.04    0.00    0.34    0.00    0.78    0.00   95.90
01:58:06     all    0.65    0.00    2.65    0.00    0.00    0.36    0.00    1.11    0.00   95.23
01:58:07     all    6.49    0.00    2.58    0.04    0.00    0.29    0.00    1.22    0.00   89.38
01:58:08     all    0.38    0.00    0.69    0.10    0.00    0.02    0.00    1.09    0.00   97.71
01:58:09     all    0.38    0.00    0.50    0.00    0.00    0.04    0.00    0.80    0.00   98.22
01:58:10     all    1.17    0.00    0.69    0.10    0.00    0.02    0.00    0.92    0.00   97.09
01:58:11     all    0.40    0.00    0.38    0.06    0.00    0.02    0.00    1.03    0.00   98.09
01:58:12     all    0.65    0.00    0.63    0.00    0.00    0.00    0.00    1.03    0.00   97.69
01:58:13     all    1.28    0.00    0.67    0.02    0.00    0.00    0.00    1.28    0.00   96.75
01:58:14     all    0.80    0.00    0.74    0.04    0.00    0.00    0.00    2.40    0.00   96.03
01:58:15     all    0.69    0.00    0.63    0.11    0.00    0.04    0.00    0.90    0.00   97.61
01:58:16     all    2.78    0.00    0.78    0.06    0.00    0.06    0.00    1.01    0.00   95.29
01:58:17     all    1.72    0.00    1.01    0.06    0.00    0.00    0.00    1.56    0.00   95.63
01:58:18     all    1.01    0.00    0.90    0.06    0.00    0.02    0.00    1.26    0.00   96.72
01:58:19     all    0.61    0.00    0.38    0.04    0.00    0.00    0.00    0.86    0.00   98.09
01:58:20     all    0.44    0.00    0.82    0.10    0.00    0.02    0.00    1.03    0.00   97.52
01:58:21     all    0.97    0.00    0.52    0.06    0.00    0.00    0.00    0.97    0.00   97.48
01:58:22     all    1.26    0.00    0.86    0.08    0.00    0.02    0.00    1.11    0.00   96.64
01:58:23     all    0.88    0.00    0.59    0.11    0.00    0.00    0.00    1.13    0.00   97.29
01:58:24     all    0.40    0.00    0.50    0.00    0.00    0.00    0.00    1.30    0.00   97.75
01:58:25     all    0.44    0.00    0.55    0.06    0.00    0.02    0.00    0.94    0.00   97.96
01:58:26     all    0.44    0.00    0.61    0.06    0.00    0.02    0.00    2.31    0.00   96.51
01:58:27     all    0.99    0.00    1.09    0.04    0.00    0.02    0.00    1.39    0.00   96.47
01:58:28     all    0.69    0.00    0.61    0.06    0.00    0.04    0.00    1.39    0.00   97.21
01:58:29     all    1.17    0.00    0.59    0.02    0.00    0.00    0.00    1.45    0.00   96.77
01:58:30     all    0.52    0.00    0.52    0.04    0.00    0.00    0.00    1.05    0.00   97.86
01:58:31     all    0.50    0.00    0.65    0.06    0.00    0.02    0.00    0.99    0.00   97.78
01:58:32     all    0.44    0.00    0.50    0.02    0.00    0.02    0.00    1.18    0.00   97.80
01:58:33     all    0.73    0.00    0.69    0.00    0.00    0.00    0.00    1.15    0.00   97.38
01:58:34     all    1.45    0.00    1.01    0.21    0.00    0.02    0.00    1.49    0.00   95.81
01:58:35     all    0.86    0.00    0.61    0.11    0.00    0.00    0.00    0.78    0.00   97.64
01:58:36     all    0.40    0.00    0.69    0.06    0.00    0.02    0.00    1.15    0.00   97.59
01:58:37     all    1.89    0.00    1.49    0.13    0.00    0.08    0.00    1.51    0.00   94.90
01:58:38     all    1.07    0.00    2.97    0.15    0.00    0.46    0.00    2.04    0.00   93.28
01:58:39     all    0.44    0.00    2.50    0.04    0.00    0.48    0.00    0.86    0.00   95.64
01:58:40     all    0.61    0.00    2.41    0.02    0.00    0.52    0.00    0.73    0.00   95.70
01:58:41     all    0.55    0.00    2.41    0.04    0.00    0.42    0.00    0.97    0.00   95.57
01:58:42     all    0.48    0.00    2.41    0.06    0.00    0.44    0.00    0.84    0.00   95.75
01:58:43     all    0.50    0.00    2.54    0.02    0.00    0.42    0.00    1.34    0.00   95.09
01:58:44     all    1.55    0.00    2.71    0.02    0.00    0.38    0.00    0.88    0.00   94.46
01:58:45     all    0.50    0.00    2.27    0.06    0.00    0.29    0.00    0.84    0.00   95.95
01:58:46     all    0.53    0.00    2.48    0.06    0.00    0.44    0.00    1.18    0.00   95.29
01:58:47     all    0.44    0.00    2.77    0.08    0.00    0.46    0.00    1.53    0.00   94.71
01:58:48     all    1.49    0.00    2.90    0.04    0.00    0.34    0.00    0.99    0.00   94.22
01:58:49     all    0.44    0.00    2.39    0.06    0.00    0.42    0.00    0.73    0.00   95.91
01:58:50     all    0.65    0.00    2.69    0.08    0.00    0.34    0.00    2.10    0.00   94.07
01:58:51     all    0.76    0.00    2.10    0.00    0.00    0.57    0.00    1.32    0.00   95.23
01:58:52     all    0.69    0.00    2.60    0.06    0.00    0.40    0.00    0.78    0.00   95.42
01:58:53     all    0.82    0.00    2.37    0.04    0.00    0.40    0.00    0.92    0.00   95.45
01:58:54     all    2.08    0.00    2.99    0.15    0.00    0.46    0.00    1.05    0.00   93.26
01:58:55     all    1.72    0.00    2.49    0.00    0.00    0.38    0.00    0.78    0.00   94.62
01:58:56     all    0.27    0.00    2.67    0.08    0.00    0.34    0.00    2.23    0.00   94.35
01:58:57     all    0.57    0.00    2.63    0.06    0.00    0.46    0.00    1.26    0.00   94.99
01:58:58     all    1.17    0.00    2.64    0.13    0.00    0.34    0.00    0.84    0.00   94.89
01:58:59     all    0.29    0.00    2.42    0.04    0.00    0.48    0.00    0.86    0.00   95.90
01:59:00     all    1.01    0.00    2.51    0.04    0.00    0.27    0.00    0.74    0.00   95.43
01:59:01     all    0.36    0.00    2.48    0.02    0.00    0.29    0.00    0.99    0.00   95.82
01:59:02     all    0.59    0.00    2.45    0.06    0.00    0.29    0.00    0.71    0.00   95.89
01:59:03     all    0.69    0.00    2.54    0.02    0.00    0.34    0.00    1.24    0.00   95.13
01:59:04     all    0.55    0.00    2.75    0.15    0.00    0.27    0.00    2.02    0.00   94.22
01:59:05     all    0.27    0.00    2.42    0.00    0.00    0.29    0.00    0.65    0.00   96.37
01:59:06     all    0.63    0.00    2.60    0.04    0.00    0.25    0.00    1.09    0.00   95.37
01:59:07     all    1.54    0.00    2.97    0.02    0.00    0.44    0.00    1.05    0.00   93.96
01:59:08     all    1.53    0.00    2.90    0.23    0.00    0.27    0.00    1.09    0.00   93.97
01:59:09     all    0.50    0.00    2.46    0.00    0.00    0.31    0.00    0.78    0.00   95.95
01:59:10     all    0.71    0.00    2.39    0.08    0.00    0.40    0.00    0.86    0.00   95.56
01:59:11     all    0.38    0.00    2.47    0.02    0.00    0.42    0.00    1.03    0.00   95.66
01:59:12     all    0.40    0.00    2.38    0.06    0.00    0.32    0.00    0.95    0.00   95.90
01:59:13     all    0.96    0.00    2.58    0.02    0.00    0.36    0.00    1.15    0.00   94.93
01:59:14     all    0.86    0.00    2.54    0.10    0.00    0.34    0.00    1.03    0.00   95.11
01:59:15     all    0.95    0.00    2.34    0.06    0.00    0.27    0.00    0.78    0.00   95.60
01:59:16     all    0.53    0.00    2.73    0.02    0.00    0.27    0.00    2.06    0.00   94.30
01:59:17     all    0.50    0.00    2.57    0.06    0.00    0.29    0.00    1.39    0.00   95.19
01:59:18     all    1.07    0.00    3.09    0.04    0.00    0.32    0.00    1.20    0.00   94.28
01:59:19     all    0.72    0.00    2.40    0.02    0.00    0.36    0.00    0.76    0.00   95.73
01:59:20     all    0.94    0.00    2.64    0.06    0.00    0.44    0.00    0.75    0.00   95.16
01:59:21     all    0.74    0.00    2.40    0.02    0.00    0.36    0.00    0.99    0.00   95.50
01:59:22     all    0.48    0.00    2.43    0.08    0.00    0.29    0.00    0.94    0.00   95.74
01:59:23     all    0.31    0.00    2.43    0.04    0.00    0.42    0.00    1.03    0.00   95.75
01:59:24     all    1.07    0.00    2.61    0.08    0.00    0.34    0.00    0.93    0.00   94.97
01:59:25     all    0.36    0.00    2.43    0.02    0.00    0.36    0.00    0.57    0.00   96.22
01:59:26     all    0.63    0.00    2.37    0.04    0.00    0.44    0.00    0.99    0.00   95.51
01:59:27     all    0.46    0.00    2.54    0.04    0.00    0.46    0.00    1.15    0.00   95.30
01:59:28     all    0.57    0.00    2.62    0.08    0.00    0.59    0.00    1.28    0.00   94.81
01:59:29     all    1.05    0.00    2.67    0.02    0.00    0.36    0.00    0.86    0.00   95.05
01:59:30     all    0.48    0.00    2.40    0.04    0.00    0.42    0.00    0.92    0.00   95.71
01:59:31     all    0.82    0.00    2.43    0.00    0.00    0.27    0.00    0.80    0.00   95.66
01:59:32     all    0.65    0.00    2.86    0.11    0.00    0.44    0.00    1.76    0.00   94.18
01:59:33     all    0.46    0.00    2.41    0.00    0.00    0.48    0.00    1.26    0.00   95.36
01:59:34     all    1.32    0.00    2.92    0.15    0.00    0.46    0.00    0.94    0.00   94.21
01:59:35     all    0.46    0.00    2.39    0.00    0.00    0.42    0.00    0.76    0.00   95.95
01:59:36     all    0.75    0.00    2.45    0.08    0.00    0.40    0.00    0.94    0.00   95.37
01:59:37     all    0.38    0.00    2.35    0.06    0.00    0.34    0.00    1.34    0.00   95.49
01:59:38     all    0.82    0.00    0.99    0.13    0.00    0.02    0.00    1.30    0.00   96.74
01:59:39     all    1.09    0.00    0.65    0.08    0.00    0.00    0.00    0.97    0.00   97.20
01:59:40     all    0.61    0.00    0.69    0.04    0.00    0.04    0.00    0.82    0.00   97.80
01:59:41     all    0.48    0.00    0.52    0.02    0.00    0.00    0.00    0.99    0.00   97.99
01:59:42     all    0.71    0.00    0.50    0.02    0.00    0.00    0.00    1.16    0.00   97.60
01:59:43     all    0.33    0.00    0.57    0.15    0.00    0.00    0.00    1.23    0.00   97.68
01:59:44     all    1.18    0.00    0.88    0.04    0.00    0.04    0.00    1.05    0.00   96.81
01:59:45     all    0.52    0.00    0.57    0.00    0.00    0.02    0.00    0.92    0.00   97.97
01:59:46     all    1.50    0.00    0.82    0.02    0.00    0.00    0.00    2.28    0.00   95.38
01:59:47     all    0.86    0.00    0.73    0.06    0.00    0.00    0.00    1.62    0.00   96.72
01:59:48     all    1.87    0.00    1.43    0.17    0.00    0.02    0.00    1.14    0.00   95.35
01:59:49     all    1.66    0.00    0.93    0.06    0.00    0.00    0.00    1.20    0.00   96.15
01:59:50     all    0.82    0.00    0.65    0.04    0.00    0.02    0.00    0.84    0.00   97.63
01:59:51     all    0.78    0.00    0.50    0.04    0.00    0.02    0.00    1.32    0.00   97.31
01:59:52     all    0.44    0.00    0.59    0.06    0.00    0.02    0.00    0.96    0.00   97.91
01:59:53     all    0.29    0.00    0.61    0.04    0.00    0.04    0.00    1.17    0.00   97.84
01:59:54     all    1.56    0.00    0.59    0.06    0.00    0.00    0.00    1.03    0.00   96.76
01:59:55     all    0.90    0.00    0.76    0.02    0.00    0.00    0.00    0.78    0.00   97.52
01:59:56     all    0.32    0.00    0.76    0.02    0.00    0.00    0.00    2.50    0.00   96.35
01:59:57     all    0.46    0.00    0.82    0.15    0.00    0.02    0.00    2.33    0.00   96.20
01:59:58     all    0.88    0.00    0.97    0.08    0.00    0.00    0.00    1.64    0.00   96.43
01:59:59     all    0.34    0.00    0.48    0.04    0.00    0.00    0.00    0.94    0.00   98.15
02:00:00     all    0.95    0.00    0.82    0.04    0.00    0.04    0.00    1.14    0.00   96.99
02:00:01     all    0.34    0.00    0.57    0.04    0.00    0.00    0.00    1.17    0.00   97.86
02:00:02     all    1.39    0.00    0.59    0.04    0.00    0.02    0.00    0.97    0.00   97.00
02:00:03     all    0.36    0.00    0.57    0.06    0.00    0.00    0.00    1.42    0.00   97.53
02:00:04     all    0.74    0.00    0.61    0.04    0.00    0.06    0.00    1.45    0.00   97.08
02:00:05     all    1.13    0.00    0.80    0.06    0.00    0.02    0.00    1.01    0.00   96.98
02:00:06     all    0.57    0.00    0.86    0.11    0.00    0.04    0.00    2.46    0.00   95.97
02:00:07     all    4.72    0.00    1.03    0.15    0.00    0.02    0.00    1.98    0.00   92.05
02:00:08     all    0.99    0.00    2.85    0.06    0.00    0.34    0.00    1.39    0.00   94.35
02:00:09     all    0.38    0.00    2.25    0.08    0.00    0.34    0.00    0.88    0.00   96.01
02:00:10     all    0.84    0.00    2.54    0.04    0.00    0.38    0.00    0.84    0.00   95.32
02:00:11     all    0.63    0.00    2.63    0.02    0.00    0.38    0.00    2.21    0.00   94.14
02:00:12     all    0.57    0.00    2.64    0.04    0.00    0.38    0.00    0.88    0.00   95.47
02:00:13     all    0.42    0.00    2.50    0.08    0.00    0.36    0.00    1.22    0.00   95.42
02:00:14     all    0.76    0.00    2.60    0.00    0.00    0.50    0.00    1.09    0.00   95.05
02:00:15     all    0.63    0.00    2.65    0.08    0.00    0.36    0.00    0.84    0.00   95.43
02:00:16     all    0.38    0.00    2.31    0.04    0.00    0.46    0.00    0.80    0.00   95.96
02:00:17     all    0.84    0.00    2.31    0.06    0.00    0.23    0.00    1.09    0.00   95.45
02:00:18     all    0.71    0.00    2.64    0.15    0.00    0.31    0.00    1.17    0.00   94.99
02:00:19     all    1.49    0.00    2.76    0.08    0.00    0.27    0.00    1.01    0.00   94.38
02:00:20     all    1.26    0.00    2.75    0.06    0.00    0.17    0.00    1.01    0.00   94.75
